MonthYear,Season,ID_Complete,Latrine_Type,Latrine_Site,Latrine_Name,Segment_ID,Fragment_ID,Fragment_Type,Fragment_Description,Fragment_Weight,Common_Name,Reported_Name,Scientific_Name,Taxonomic_Level,Kingdom,Phylum,Class,Order,Family,Genus,Species,Photo
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S01_July2019,S11_S01_F2_July2019,Vertebrate,Hair,0.189,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S02_July2019,S11_S02_F2_July2019,Vertebrate,Hair,0.1551,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S03_July2019,S11_S03_F1_July2019,Vertebrate,Hair,0.1393,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S04_July2019,S11_S04_F2_July2019,Vertebrate,Hair,0.2086,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S06_July2019,S11_S06_F2_July2019,Vertebrate,Hair,0.1421,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S07_July2019,S11_S07_F1_July2019,Vertebrate,Hair,0.1191,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S09_July2019,S11_S09_F2_July2019,Vertebrate,Hair,0.1636,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S10_July2019,S11_S10_F3_July2019,Vertebrate,Hair,0.2636,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S01_July2019,S12_S01_F1_July2019,Vertebrate,Avian,0.0797,Bird,Aves,,Class,Animalia,Chordata,Aves,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S01_July2019,S12_S01_F2_July2019,Vertebrate,Hair,0.074,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S02_July2019,S12_S02_F2_July2019,Vertebrate,Hair,0.5794,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S12,S12_S09_July2019,S12_S09_F2_July2019,Vertebrate,Hair,0.4136,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F2_July2019,Invertebrate,Arthropod,0.0748,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1BuvtbJnmeW-FqJ3w_cFcWFLD_5hkUnPQ/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F4_July2019,Vertebrate,Hair,0.0865,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F5_July2019,Vertebrate,Avian,0.0715,Bird,Aves,,Class,Animalia,Chordata,Aves,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S04_July2019,S13_S04_F2_July2019,Vertebrate,Hair,1.0436,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S04_July2019,S13_S04_F4_July2019,Invertebrate,Arthropod,0.0872,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/14Wdp-rp4m7JIFo8lpCSowZSlzl7qsEJt/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S05_July2019,S13_S05_F2_July2019,Vertebrate,Hair,0.3166,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S06_July2019,S13_S06_F3_July2019,Vertebrate,Hair,0.0089,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S06_July2019,S13_S06_F5_July2019,Invertebrate,Arthropod,0.0956,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1tX3Iq5oWdCmjWmf2yS9ApXp_2ta8b8IE/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S07_July2019,S13_S07_F4_July2019,Vertebrate,Hair,0.0634,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S07_July2019,S13_S07_F6_July2019,Invertebrate,Arthropod,0.1327,Grasshopper,Orthoptera,,Class,Animalia,Arthropoda,Insecta,Orthoptera,n/a,n/a,n/a,https://drive.google.com/file/d/17o02WBwow4GIo1MH1E8SUOywMU_Es4pH/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S08_July2019,S13_S08_F1_July2019,Vertebrate,Hair,1.1334,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S09_July2019,S13_S09_F1_July2019,Vertebrate,Hair,1.1447,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S09_July2019,S13_S09_F4_July2019,Invertebrate,Arthropod,0.0311,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1yi_VGpW1shIrHcCqWRhHgamm7lcxKfsX/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S10_July2019,S13_S10_F3_July2019,Vertebrate,Hair,0.0286,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Delivery_July2019,S4,S4_S01_July2019,S4_S01_F2_July2019,Invertebrate,Arthropod,0.1298,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1XsPsp-Q9No8uiMoN65UE4d7IdwemKMQq/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S5,S5_S05_July2019,S5_S05_F1_July2019,Invertebrate,Arthropod,0.107,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/11FxPTC2igJAAwjvfkhwgQIK74n63RZ2M/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S5,S5_S05_July2019,S5_S05_F3_July2019,Vertebrate,Hair,0.2758,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S03_July2019,S6_S03_F1_July2019,Vertebrate,Avian,0.1571,Bird,Aves,,Class,Animalia,Aves,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Signshop_July2019,S6,S6_S05_July2019,S6_S05_F2_July2019,Vertebrate,Avian,0.3532,Bird,Aves,,Class,Animalia,Aves,n/a,n/a,n/a,n/a,n/a,
July2019,Summer,,Building,MY_Roadhouse_July2019,S7,S7_S01_July2019,S7_S01_F2_July2019,Vertebrate,Hair,0.9351,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S02_July2019,S7_S02_F2_July2019,Vertebrate,Bone,0.0056,Rodent,Rodentia,,Class,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,https://drive.google.com/file/d/1TPUREZh0PuKOWb1-mFoJ1CYwZgEWE9lQ/view?usp=sharing
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S03_July2019,S7_S03_F2_July2019,Vertebrate,Hair,0.1067,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S04_July2019,S7_S04_F2_July2019,Vertebrate,Bone,0.1381,Rodent,Rodentia,,Class,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,"https://drive.google.com/file/d/1yZoHrNrKojfqfSht4AdBI4Q1dXRgESh_/view?usp=sharing, https://drive.google.com/file/d/1aYIKtxYrbTDfFRQVEdprneRmX_HyV4Gh/view?usp=sharing, https://drive.google.com/file/d/1oSXEIgFeQdqrgTcDQmgdyUJyQtuxHPrZ/view?usp=sharing"
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S07_July2019,S7_S07_F3_July2019,Vertebrate,Hair,0.1108,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S09_July2019,S7_S09_F1_July2019,Vertebrate,Hair,0.2776,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Jan2021,Winter,X,Building,Dungeon3_Jan2021,Dungeon3,Dungeon3_S3_Jan2021,Dungeon3_S3_F2_Jan2021,Vertebrate,Hair,0.2411,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S1_Nov2020,MY2_S1_F2_Nov2020,Vertebrate,Hair,0.0161,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1LqjlciY7psPpBrazD3AiaIylpnlV7-6P/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S3_Nov2020,MY2_S3_F1_Nov2020,Vertebrate,Hair,0.5725,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1msPT7l1pCGREo1AZEettIJER9t_32vam/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S4_Nov2020,MY2_S4_F1_Nov2020,Vertebrate,Hair,0.9231,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1k34-RosPb5Sp_jKVNj5UmRlwAczrfSlo/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S5_Nov2020,MY2_S5_F2_Nov2020,Vertebrate,Hair,0.2027,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1eHj-LOatAwE0em-vYieV3PcFaEXhB1QL/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S6_Nov2020,MY2_S6_F3_Nov2020,Vertebrate,Hair,0.0001,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1flyTPqAvwQ0EPdz5ggadIG64yJY7TTul/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S7_Nov2020,MY2_S7_F1.2_Nov2020,Invertebrate,Arthropod,0.0004,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1FoThFL_s1aSLxkcogC2aYFIlybeHtaps/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S7_Nov2020,MY2_S7_F2_Nov2020,Vertebrate,Hair,0.2578,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S1_Nov2020,MY3_S1_F1_Nov2020,Vertebrate,Hair,0.7005,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1SKbV9UFmtE9SzwjqGMWnK_ZtXcmQKxq3/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S2_Nov2020,MY3_S2_F1_Nov2020,Vertebrate,Hair,0.0028,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1fqZwQ6aru9hSzXlDeEuc9gEnHs-vUm5b/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S5_Nov2020,MY3_S5_F2_Nov2020,Vertebrate,Hair,0.1566,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/18F7VRTZdGSN1pjOr4YBy7ZWtCqvJO-_B/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S1_Jan2021,MY4_S1_F1_Jan2021,Vertebrate,Hair,0.2227,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,MY4_Nov2020,MY4_Nov2021,MY4_S1_Nov2020,MY4_S1_F2_Nov2020,Vertebrate,Hair,0.0036,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1oaeeW4_i23aoKeRN4ojZqWi3uhCLeeeW/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S2_Jan2021,MY4_S2_F3_Jan2021,Invertebrate,Arthropod,0.0109,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/18o1nOBnkX0qNFctU8-L-TcrMPRZwnf4i/view?usp=sharing
Nov2020,Winter,X,Building,MY4_Nov2020,MY4_Nov2021,MY4_S3_Nov2020,MY4_S3_F1_Nov2020,Vertebrate,Hair,0.0118,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/14Xq13irPpDZFAJJg-Bd1Rdr4Gc9UVNlR/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S3_Jan2021,MY4_S3_F2_Jan2021,Vertebrate,Hair,0.0814,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1EnHNCP_hqPDRWRBMngA9N8bIniZJKFTa/view?usp=sharing
Nov2020,Winter,X,Building,MY4_Nov2020,MY4_Nov2021,MY4_S3_Nov2020,MY4_S3_F3_Nov2020,Vertebrate,Avian,0.0011,Bird,Aves,,Class,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1c9LHvnmrbkPh7YMffUmIhQ9yXN1rOmiW/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S5_Jan2021,MY4_S5_F3_Jan2021,Vertebrate,Hair,0.0388,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ownd_Wa_lINvoGx1aalwRpfp10LJO19p/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S10_Nov2020,MY6_S10_F1_Nov2020,Vertebrate,Bone,0.1312,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1eILX59PD--yJTVWYVhl-dDk0nz1WG11f/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S10_Nov2020,MY6_S10_F2_Nov2020,Vertebrate,Hair,0.153,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1M-7DKKCHeEGxJYiqPdsPQtJrre931y6I/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S3_Nov2020,MY6_S3_F1_Nov2020,Vertebrate,Avian,0.2688,Bird,Aves,,Class,Animalia,Chordata,Aves,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1NEFQ2zibOeEWj5DcLhKOqQ2zq3R6ThJt/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S4_Nov2020,MY6_S4_F1_Nov2020,Vertebrate,Hair,0.1484,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1i874qYyLkDDYrUy_n2WfiJboisFVBW6X/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S6_Nov2020,MY6_S6_F1_Nov2020,Vertebrate,Hair,0.715,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1sNABUxl_YLhQbv8JhLkDItO-TN74otHT/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S9_Nov2020,MY6_S9_F4_Nov2020,Vertebrate,Hair,0.2136,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Jan2021,Winter,X,Building,RW_Jan2021,RW,RW_S1_Jan2021,RW_S1_F1_Jan2021,Vertebrate,Hair,0.1236,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1WW9VpBzWrTMYfOp_qf8V_DeAtv2mQhSZ/view?usp=sharing
Jan2021,Winter,X,Building,RW_Jan2021,RW,RW_S2_Jan2021,RW_S2_F4_Jan2021,Vertebrate,Hair,0.0001,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/16HFkUkXiGREfORBVCBM8wt-I7G_VvTmR/view?usp=sharing
Nov2020,Winter,X,Building,ZL1_Nov2020,ZL1_Nov2021,ZL1_S1_Nov2020,ZL1_S1_F2_Nov2020,Vertebrate,Hair,0.0423,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1HVY-xsdOnoc6kmqwVgDy_2eFE2SSXZJ7/view?usp=sharing
Nov2020,Winter,X,Building,ZL1_Nov2020,ZL1_Nov2021,ZL1_S1_Nov2020,ZL1_S1_F3_Nov2020,Invertebrate,Arthropod,0.0099,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1b7HpPnnJ1T9TgF1z5tqjvK0aJ5kZI9WF/view?usp=sharing
Nov2020,Winter,,Building,ZL1_Nov2020,ZL1_Nov2021,ZL1_S1_Nov2020,ZL1_S1_F4_Nov2020,Vertebrate,Bone,0.0054,Rodent,Rodentia,,Class,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,"https://drive.google.com/file/d/1z3zcH3KH9oRKlCsrzTXT2sP_vjrkqSPi/view?usp=sharing, https://drive.google.com/file/d/1AKv7C8WXa9z0fIxNVKwCk5_r17DAkeIc/view?usp=sharing"
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S1_Nov2020,ZL2_S1_F2_Nov2020,Invertebrate,Arthropod,0.0015,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1udyB034BZ013m72RhLsvSKP-ypeSfGBN/view?usp=sharing
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S3_Nov2020,ZL2_S3_F3_Nov2020,Vertebrate,Hair,0.0219,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S3_Nov2020,ZL2_S3_F4_Nov2020,Invertebrate,Arthropod,0.0012,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1TYkolXciQkUS-Y44k44kCm1jZaknVLKG/view?usp=sharing
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S4_Nov2020,ZL2_S4_F1_Nov2020,Vertebrate,Hair,0.0312,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S5_Nov2020,ZL2_S5_F1_Nov2020,Vertebrate,Hair,0.0257,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S9_Nov2020,ZL2_S9_F1.2_Nov2020,Invertebrate,Arthropod,0.002,Unknown Larva,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S9_Nov2020,ZL2_S9_F4_Nov2020,Vertebrate,Hair,0.0117,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S1_Nov2020,ZL3_S1_F4_Nov2020,Vertebrate,Hair,0.0053,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1j6lf-y1E2zSZ635gpz9yBGrwyXAgx_-7/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S2_Nov2020,ZL3_S2_F2_Nov2020,Vertebrate,Hair,0.0116,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1SmrLrJjpF__e95keQxED0s_yZp-eFMOJ/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S2_Nov2020,ZL3_S2_F3_Nov2020,Invertebrate,Arthropod,0.0012,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1LzTYPKhkzce4deyC97HFBotH7M6AK8ai/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S3_Nov2020,ZL3_S3_F1_Nov2020,Invertebrate,Arthropod,0.0086,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1sks4yhKhxMNjuhl-eJ5yS0TQP2npRJ03/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S3_Nov2020,ZL3_S3_F2_Nov2020,Vertebrate,Hair,0.3591,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1VvYGiiHQt-rbrwpn44losdoR6ykdKqSm/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S7_Nov2020,ZL3_S7_F2_Nov2020,Vertebrate,Hair,0.0043,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ZviH9f2dXgOKgjYls5ZkNxJzM_fI0Vph/view?usp=sharing
Nov2020,Winter,X,Building,ZL4_Nov2020,ZL4_Nov2021,ZL4_S10_Nov2020,ZL4_S10_F3_Nov2020,Vertebrate,Hair,0.7039,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ClytslH-KfdtWQ39zgno_S2CTtcw1DHY/view?usp=sharing
Nov2020,Winter,X,Building,ZL4_Nov2020,ZL4_Nov2021,ZL4_S3_Nov2020,ZL4_S3_F1_Nov2020,Invertebrate,Arthropod,0.0154,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/15nl75lyJZwA16d8fKpVQSHchO0t9nLSc/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S1_Nov2020,ZL6_S1_F3_Nov2020,Vertebrate,Hair,0.0001,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1oLLoXKWyel2M_sw8AjQtr_FCLAIDMK90/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S10_Nov2020,ZL6_S10_F2_Nov2020,Vertebrate,Hair,0.0018,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S2_Nov2020,ZL6_S2_F1_Nov2020,Vertebrate,Hair,0.0413,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S3_Nov2020,ZL6_S3_F2_Nov2020,Invertebrate,Arthropod,0.0628,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,"https://drive.google.com/file/d/1AUak1qab0zCqzmagCcelfYZnMm4thHj7/view?usp=sharing, https://drive.google.com/file/d/1MQFzSefANEumFoddfYDgdaorLE8NbJN0/view?usp=sharing , https://drive.google.com/file/d/1ev8nmEen_V1YTotYvQB8X1bP7CMhdY8-/view?usp=sharing, https://drive.google.com/file/d/1ru-gE0E4FyjlziUY0Inq0AFRWqfK0VFb/view?usp=sharing , https://drive.google.com/file/d/1vrFvK-WGeA2rNORVCj0HPCXU5Jh6N2jN/view?usp=sharing"
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S5_Nov2020,ZL6_S5_F1_Nov2020,Vertebrate,Hair,0.3829,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Building,ZL7_Nov2020,ZL7_Nov2021,ZL7_S5_Nov2020,ZL7_S5_F3_Nov2020,Vertebrate,Hair,0.0029,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Jan2021,Winter,X,Building,ZL9_Jan2021,ZL9_Jan2021,ZL9_S3_Jan2021,ZL9_S3_F1_Jan2021,Vertebrate,Avian,0.0583,Bird,Aves,,Class,Animalia,Chordata,Aves,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1CiJhJmqb8EJ2K8wziMh5GENtwDKh-uFL/view?usp=sharing
