MonthYear,Season,ID_Complete,Latrine_Type,Latrine_Site,Latrine_Name,Segment_ID,Fragment_ID,Fragment_Type,Fragment_Description,Fragment_Weight,Common_Name,Reported_Name,Scientific_Name,Taxonomic_Level,Kingdom,Phylum,Class,Order,Family,Genus,Species,Photo
July2019,Summer,X,Natural,Oak_Creek_Shed_July2019,S1,S1_S01_July2019,S1_S01_F1,Vertebrate,Hair,0.0628,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1JAEks9ZiKHYrt7u98EVC63QPP2SP4E65/view?usp=sharing
July2019,Summer,X,Natural,Oak_Creek_Shed_July2019,S1,S1_S01_July2019,S1_S01_F3_July2019,Invertebrate,Arthropod,0.0376,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1QNrWrNQGrcKuhrihHRZ17udCITXoe919/view?usp=sharing
July2019,Summer,X,Natural,Oak_Creek_Shed_July2019,S1,S1_S01_July2019,S1_S01_F4_July2019,Vertebrate,Avian,0.0767,Bird,Aves,,Class,Animalia,Chordata,Aves,n/a,n/a,n/a,n/a,"https://drive.google.com/file/d/15BDSNtvrd4MZUM5rSCO71ACPhTIbDj5V/view?usp=sharing, https://drive.google.com/file/d/17oU6xadVX89nHmQA7Bie4__-NdN5_Bq_/view?usp=sharing"
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S14,S14_S01_July2019,S14_S01_F1_July2019,Vertebrate,Hair,0.6732,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S14,S14_S01_July2019,S14_S01_F4_July2019,Vertebrate,Avian,0.0219,Bird,Aves,,Class,Animalia,Chordata,Aves,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1huIZ9zO11OnJ8o1Yi2e3kUIqtX16jfPL/view?usp=sharing
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S14,S14_S02_July2019,S14_S02_F2_July2019,Vertebrate,Hair,1.0284,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
July2019,Summer,X,Natural,Kolob_Canyon_July2019,S2,S2_S01_July2019,S2_S01_F3_July2019,Vertebrate,Hair,0.0151,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,,,,,https://drive.google.com/file/d/1gww1UUtV1mzsk98O72-5__w9kkE_tsB3/view?usp=sharing
July2019,Summer,X,Natural,Kolob_Canyon_July2019,S3,S3_S01_July2019,S3_S01_F3_July2019,Invertebrate,Arthropod,0.0192,Unknown Insect,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1Xl5XNRxx0j_w55L4XpIK9STpEGe57mME/view?usp=sharing
July2019,Summer,X,Natural,Zion_Canyon_AB_July2019,S38,S38_S01_July2019,S38_S01_F2_July2019,Vertebrate,Hair,0.2275,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ET09bV9I6DQnuFT-sHrTPEAWrDQHuddh/view?usp=sharing
Jan2021,Winter,X,Natural,NL5_Jan2021,NL5_Jan2021,NL5_S2_Jan2021,NL5_S2_F1_Jan2021,Vertebrate,Hair,0.1752,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1ZgFAEKzUARKSSf9prLwLjz6pqn82hcAY/view?usp=sharing
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S1_Nov2020,SP_HQ_NL6_S1_F1_Nov2020,Vertebrate,Hair,0.3827,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S2_Nov2020,SP_HQ_NL6_S2_F4_Nov2020,Vertebrate,Hair,0.0711,Mammal,Mammalia,,Class,Animalia,Chordata,Mammalia,n/a,n/a,n/a,n/a,
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S3_Nov2020,SP_HQ_NL6_S3_F3_Nov2020,Invertebrate,Arthropod,0.001,Unknown Arthropod,Insecta,,Class,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1KB6Da8ze6pEn10AQZ7n5976d7c9n_szZ/view?usp=sharing
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S4_Nov2020,SP_HQ_NL6_S4_F1_Nov2020,Vertebrate,Avian,0.2583,Bird,Aves,,Class,Animalia,Chordata,Aves,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1jz6dN9GdYWrBrVxwprxrfUtb3hg4hxsQ/view?usp=sharing
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S01_July2019,S11_S01_F1_July2019,Vertebrate,Bone,0.0712,Shrew,Soricidae,,Family,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,n/a,n/a,https://drive.google.com/file/d/1g_tQW0fMJ6qEhATQTIeCFTZulDnZ0opW/view?usp=sharing
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S10_July2019,S11_S10_F2_July2019,Vertebrate,Teeth,0.1298,Shrew,Soricidae,,Family,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,n/a,n/a,"https://drive.google.com/file/d/1t6qQcYYTk8c3A99LBAXoaFREmmfj0JSt/view?usp=sharing , https://drive.google.com/file/d/1hiSXQ_RIeBnL1OeqGTmK6uBBfHo9p5j0/view?usp=sharing , https://drive.google.com/file/d/1v8uM-BOtzjPEZ-azaukI9HhO0AsaCOiH/view?usp=sharing"
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S04_July2019,S13_S04_F1_July2019,Vertebrate,Bone,0.4471,Rodent,Rodentia,,Family,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,https://drive.google.com/file/d/1nd8huSWq_mlEX7CNG7Myz6oclmseGc-_/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S5,S5_S05_July2019,S5_S05_F2_July2019,Vertebrate,Bone,0.1181,Rodent,Rodentia,,Family,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,https://drive.google.com/file/d/1gU5KzkMqxy2zEnyXg1WbbswLbSLesJ2J/view?usp=sharing
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S03_July2019,S7_S03_F1_July2019,Invertebrate,Arthropod,0.1525,Darkling beetle,Tenebrionidae,,Family,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,n/a,n/a,https://drive.google.com/file/d/1kNGaqY5C3pg3ZybNJw3LM-GYuJnaeyeM/view?usp=sharing
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S08_July2019,S7_S08_F1_July2019,Invertebrate,Arthropod,0.1377,Darkling beetle,Tenebrionidae,,Family,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,n/a,n/a,https://drive.google.com/file/d/1D66FNY_2nbuenm8YDQQljdCwyER0P1vn/view?usp=sharing
July2019,Summer,X,Building,MY_Roadhouse_July2019,S7,S7_S09_July2019,S7_S09_F3_July2019,Vertebrate,Teeth,0.3811,Rodent,Rodentia,,Family,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,"https://drive.google.com/file/d/1aYIKtxYrbTDfFRQVEdprneRmX_HyV4Gh/view?usp=sharing, https://drive.google.com/file/d/1FX9TT8s915LTuFmQZ-60cl98DpLvimnl/view?usp=sharing"
Jan2021,Winter,X,Building,Dungeon3_Jan2021,Dungeon3,Dungeon3_S3_Jan2021,Dungeon3_S3_F1_Jan2021,Invertebrate,Arthropod,0.0073,Darkling beetle,Tenebrionidae,,Family,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,n/a,n/a,https://drive.google.com/file/d/1vSv48Ub6-IaCAx9QpXnqKKAbqqPT1XFu/view?usp=sharing. https://drive.google.com/file/d/1NX9D5SvQsSdP20LP5MbYhLJZVAgND33c/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S1_Nov2020,MY3_S1_F2_Nov2020,Vertebrate,Bone,0.0917,Rodent,Rodentia,,Family,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,"https://drive.google.com/file/d/1kRpsAupf805d3UTaajNDmdfgkapbIpD6/view?usp=sharing, https://drive.google.com/file/d/1sWYVAF4S5HmL7OHgtdmmJ7sSJAJuIWqC/view?usp=sharing"
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S5_Jan2021,MY4_S5_F1_Jan2021,Invertebrate,Arthropod,0.1512,Darkling beetle,Eleodes,,Family,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,n/a,https://drive.google.com/file/d/1FWJXPF6lYxuxjAnlZCE66ceymxImeblf/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S5_Nov2020,MY6_S5_F2.1_Nov2020,Plant,Seeds,0.0386,Mustard,Brassicaceae,,Family,Plantae,n/a,Magnoliopsida,Brassicales,Brassicaceae,,n/a,https://drive.google.com/file/d/1n-lueF6LVacUEJDSB7AM6pbOvXBZAeGy/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S9_Nov2020,MY6_S9_F1.2_Nov2020,Plant,grass,0.0027,Grass,Poaceae,,Family,Plantae,n/a,Magnoliopsida,Poales,Poaceae,n/a,n/a,https://drive.google.com/file/d/1ZhBNcH7yFsNTTXrk_5FFPhX5vNGWI-hE/view?usp=sharing
Nov2020,Winter,X,Building,ZL2_Nov2020,ZL2_Nov2021,ZL2_S9_Nov2020,ZL2_S9_F1.1_Nov2020,Invertebrate,Arthropod,0.0007,Bee,Apidae,,Family,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,n/a,n/a,
Nov2020,Winter,X,Building,ZL7_Nov2020,ZL7_Nov2021,ZL7_S5_Nov2020,ZL7_S5_F2_Nov2020,Vertebrate,Teeth,0.0048,Rodent,Rodentia,,Family,Animalia,Chordata,Mammalia,Rodentia,n/a,n/a,n/a,"https://drive.google.com/file/d/1BIW02Ct7lCYcx4MnPoMMrJyA4tkgnkb5/view?usp=sharing, https://drive.google.com/file/d/183C_C9pDBwvjos3WF3Re7Mlf_icY57A1/view?usp=sharing"
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S14,S14_S01_July2019,S14_S01_F3.2_July2019,Plant,Plant Material,0.0338,Grass sp. 1,Poaceae,,Family,Plantae,n/a,Magnoliopsida,Poales,Poaceae,n/a,n/a,https://drive.google.com/file/d/1oUx7N5ERcAlQlLzUqgztKi4n2Uh9UEYp/view?usp=sharing
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S14,S14_S02_July2019,S14_S02_F3_July2019,Plant,Plant Material,0.0144,Grass sp. 1,Poaceae,,Family,Plantae,,Magnoliopsida,Poales,Poaceae,n/a,n/a,https://drive.google.com/file/d/19heyDZSwD2I62UEloIfWC87Xx-FRglyT/view?usp=sharing
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S16,S16_S01_July2019,S16_S01_F1.2_July2019,Invertebrate,Arthropod,0.0165,Carrion beetle,Silphidae,,Family,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,n/a,n/a,"https://drive.google.com/file/d/1qRS4k26bG2VRamwwRggP4CXGYSfsmlll/view?usp=sharing, https://drive.google.com/file/d/1oBud11YnEcseixtxNRu_v0XCK0LIvTHt/view?usp=sharing"
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S16,S16_S01_July2019,S16_S01_F2.2_July2019,Plant,Plant Material,0.1004,Grass sp. 2,Poaceae,,Family,Plantae,n/a,Magnoliopsida,Poales,Poaceae,n/a,n/a,https://drive.google.com/file/d/1pzDw68tYargAKltWcbXpuJBszLbEzahA/view?usp=sharing
July2019,Summer,X,Natural,Zion_Canyon_SB_July2019,S17,S17_S01_July2019,S17_S01_F2.2_July2019,Plant,Plant Material,0.0918,Grass sp. 2,Poaceae,,Family,Plantae,n/a,Magnoliopsida,Poales,Poaceae,n/a,n/a,https://drive.google.com/file/d/1P68hqSAKhw_8Wi9mq7tzEg0xgNSqh1cq/view?usp=sharing
July2019,Summer,X,Natural,Zion_Lodge_July2019,S32,S32_S01_July2019,S32_S01_F1.2_July2019,Invertebrate,Arthropod,0.1248,Carrion beetle,Siliphidae,,Family,Animalia,Arthropoda,Insecta,Coleoptera,Siliphidae,n/a,n/a,https://drive.google.com/file/d/1hT2KqnZDGZyNBBKhwJLtbX2PxJsI6yIx/view?usp=sharing
July2019,Summer,X,Natural,Zion_Canyon_AB_July2019,S38,S38_S01_July2019,S38_S01_F1.2_July2019,Plant,Plant Material,0.0488,Grass sp. 3,Poaceae,,Family,Plantae,n/a,Magnoliopsida,Poales,Poaceae,n/a,n/a,https://drive.google.com/file/d/1TBQuyKChMKD0b0cafKelOKSxcrdhhigP/view?usp=sharing
July2019,Summer,X,Natural,Zion_Canyon_AB_July2019,S40,S40_S01_July2019,S40_S01_F1.2_July2019,Invertebrate,Arthropod,0.0151,Scarab beetle,Scarabidae,,family,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,n/a,n/a,"https://drive.google.com/file/d/19A72ucRs6QpsJCCl2MOUkqeyWPmqUp4T/view?usp=sharing, https://drive.google.com/file/d/1H2TRzjo6G1bNcXB2UOkZ5BoqY6rqeOxl/view?usp=sharing"
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S4_Nov2020,SP_HQ_NL6_S4_F2_Nov2020,Invertebrate,Arthropod,0.0031,Ant,Formicidae,,Family,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,n/a,n/a,https://drive.google.com/file/d/1c6i8BJOI1YvbtPx8HE-l8W9DRn_m_yaG/view?usp=sharing
Nov2020,Winter,X,Natural,SP_HQ_NL6_Nov2020,SP_HQ_NL6_Nov2021,SP_HQ_NL6_S4_Nov2020,SP_HQ_NL6_S4_F3_Nov2020,Plant,Plant Material,0.0124,Grass,Poaceae,,Family,Plantae,,Magnoliopsida,Poales,Poaceae,n/a,n/a,https://drive.google.com/file/d/157QtrxaGhN3tv-7z7V7kJEa5FJBx79JP/view?usp=sharing
July2019,Summer,X,Building,MY_Delivery_July2019,S11,S11_S09_July2019,S11_S09_F3.2_July2019,Plant,Seeds,0.045,Apple,Malus,,Genus,Plantae,n/a,Magnoliopsida,Rosales,Rosaceae,Malus,n/a,https://drive.google.com/file/d/14KyCb_1G5BQHjkCaS94PiIDdmK47N_FM/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S01_July2019,S13_S01_F3_July2019,Vertebrate,Teeth,0.1032,Deer mouse,Peromyscus,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,n/a,"https://drive.google.com/file/d/1lwXu2O0WCvm4vcX_WEcVZHvAd57RIji0/view?usp=sharing , https://drive.google.com/file/d/1ZUuOjJ5el4_Y1Za7pKiU0b1h1calEzu4/view?usp=sharing"
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F1_July2019,Vertebrate,Bone,0.273,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S03_July2019,S13_S03_F1.2_July2019,Vertebrate,Teeth,0.009,Deer mouse,Peromyscus,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S05_July2019,S13_S05_F3_July2019,Vertebrate,Teeth,0.0942,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,https://drive.google.com/file/d/1cl7cv7b-pGfMpzVBZMPH0bEkoUoW6j6g/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S07_July2019,S13_S07_F2_July2019,Vertebrate,Teeth,0.2904,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S08_July2019,S13_S08_F3_July2019,Plant,Seeds,0.0653,Apple,Malus,,Genus,Plantae,,Magnoliopsida,Rosales,Rosaceae,Malus,n/a,https://drive.google.com/file/d/1kE930CEQKy2iApDB9jYLO9RkJ8rf0U01/view?usp=sharing
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S09_July2019,S13_S09_F3_July2019,Vertebrate,Bone,0.1404,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,"https://drive.google.com/file/d/1BOiZT5KBkjx0wdRZcw0wcCCLeEJLrbyz/view?usp=sharing, https://drive.google.com/file/d/1xbtsnj_PB4TZfQrccR6qHQHWTK8OqbEZ/view?usp=sharing"
July2019,Summer,X,Building,MY_Showers_July2019,S13,S13_S09_July2019,S13_S09_F3.2_July2019,Vertebrate,Bone,0.0375,Deer mouse,Peromyscus,,Genus,Animalia,Chordata,Mammalia,Rodentia,Peromyscus,n/a,n/a,https://drive.google.com/file/d/1XGpPUBxzB0lnsxJjKcXDKLS5ig7HedoJ/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S3_Nov2020,MY2_S3_F2_Nov2020,Vertebrate,Bone,0.0072,Deer mouse,Peromyscus,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,n/a,"https://drive.google.com/file/d/1T6RJIOq2QzcOzCWkO2o-RpFoe-o3eVh7/view?usp=sharing, https://drive.google.com/file/d/1QxMmzaUJG5ejTmX-PVs-lkVaUelA410H/view?usp=sharing"
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S5_Nov2020,MY2_S5_F1_Nov2020,Plant,Seeds,0.1366,Apple,Malus,,Genus,Plantae,n/a,Magnoliopsida,Rosales,Rosaceae,Malus,n/a,https://drive.google.com/file/d/1hPIgZr8TrW7XRnKCC1bG4QCKkyUbHdzg/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S5_Nov2020,MY2_S5_F1.2_Nov2020,Plant,Seeds,0.0579,Hackberry,Celtis,,Genus,Plantae,n/a,Magnoliopsida,Rosales,Cannabaceae,Celtis,n/a,https://drive.google.com/file/d/1jv3pbHr1KEXlnH-eL4hp5VTc6auXvjY_/view?usp=sharing
Nov2020,Winter,X,Building,MY2_Nov2020,MY2_Nov2021,MY2_S7_Nov2020,MY2_S7_F3_Nov2020,Vertebrate,Bone,0.0367,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,"https://drive.google.com/file/d/16XVkhg30KLYfp4UmxOU7oyfBu2gBc2Jp/view?usp=sharing, https://drive.google.com/file/d/1_0yKDkdlOs-jOixX72rJZwvwiPDl9DMH/view?usp=sharing"
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S3_Nov2020,MY3_S3_F2_Nov2020,Plant,Seeds,0.1712,Pepper,Capsicum,,Genus,Plantae,n/a,Magnoliopsida,Solanales,Solanaceae,Capsicum,n/a,"https://drive.google.com/file/d/1MvpmbVOoRxzG0KZRpe-ggs9HfDv5dYXB/view?usp=sharing, https://drive.google.com/file/d/1W23EvX2DWzWeKqTx__v06R7MZDgU1GI4/view?usp=sharing"
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S5_Nov2020,MY3_S5_F1_Nov2020,Vertebrate,Teeth,0.0466,Deer mouse,Peromyscus,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,n/a,https://drive.google.com/file/d/18F7VRTZdGSN1pjOr4YBy7ZWtCqvJO-_B/view?usp=sharing
Nov2020,Winter,X,Building,MY3_Nov2020,MY3_Nov2021,MY3_S6_Nov2020,MY3_S6_F1_Nov2020,Plant,Seeds,0.9016,Manzanita,Arctostaphylos,,Genus,Plantae,n/a,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,n/a,https://drive.google.com/file/d/1yyps6MCwbV3YrsApKNSBq-vXmFaBoeqY/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S1_Jan2021,MY4_S1_F2_Jan2021,Vertebrate,Bone,0.0098,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,https://drive.google.com/file/d/18EHnAmrtVp-ftlaZbXlPKu8FTaxBzGi7/view?usp=sharing
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S2_Jan2021,MY4_S2_F2_Jan2021,Vertebrate,Bone,0.1214,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,"https://drive.google.com/file/d/1oaeeW4_i23aoKeRN4ojZqWi3uhCLeeeW/view?usp=sharing, https://drive.google.com/file/d/14_7bwG96QrPA8qVyyRGOcICsJz3p12R2/view?usp=sharing"
Jan2021,Winter,X,Building,MY4_Jan2021,MY4_Jan2021,MY4_S5_Jan2021,MY4_S5_F4_Jan2021,Vertebrate,Bone,0.4461,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,https://drive.google.com/file/d/1EnHNCP_hqPDRWRBMngA9N8bIniZJKFTa/view?usp=sharing
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S2_Nov2020,MY6_S2_F3_Nov2020,Plant,Seeds,0.4266,Apple,Malus,,Genus,Plantae,,Magnoliopsida,Rosales,Rosaceae,Malus,n/a,"https://drive.google.com/file/d/1lLXj49lh5TseQcHZ6XlxCV8PdwNmNZju/view?usp=sharing , https://drive.google.com/file/d/1lTDVnFGcNwa8nyQ7wOcv1KTTTqBfT_dW/view?usp=sharing"
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S4_Nov2020,MY6_S4_F3_Nov2020,Plant,dark blue/purple berry husk,0.0158,Juniper,Juniperus,,Genus,Plantae,,Pinopsida,Pinales,Cupressaceae,Juniperus,n/a,"https://drive.google.com/file/d/1Hus5W7pkCaKFUItTcUoCLr9jHoVqHFAj/view?usp=sharing, https://drive.google.com/file/d/1lTDVnFGcNwa8nyQ7wOcv1KTTTqBfT_dW/view?usp=sharing"
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S5_Nov2020,MY6_S5_F1_Nov2020,Vertebrate,Bone,0.1295,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,"https://drive.google.com/file/d/1TusGSApoGWDMQ8cwP68d767cZQQC4k20/view?usp=sharing, https://drive.google.com/file/d/1gxLEk9RlyGW8FGptW4dt0TEIZ4V0oHZi/view?usp=sharing, https://drive.google.com/file/d/1ClcQX7Z4YLc6iPoyT6AL6J2iOG25q3UB/view?usp=sharing"
Nov2020,Winter,X,Building,MY6_Nov2020,MY6_Nov2021,MY6_S6_Nov2020,MY6_S6_F2_Nov2020,Vertebrate,Bone,0.2628,Woodrat,Neotoma,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,n/a,https://drive.google.com/file/d/1CMCgGNdhSFg9tKbgcBfxjTSiTaAzc_nC/view?usp=sharing
Jan2021,Winter,X,Building,RW_Jan2021,RW,RW_S2_Jan2021,RW_S2_F3_Jan2021,Vertebrate,Bone,0.0078,Deer Mouse,Peromyscus,,Genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,n/a,"https://drive.google.com/file/d/1FhIHmuOI00cwJ7KmmGOw1bZMnWlxxRx1/view?usp=sharing, https://drive.google.com/file/d/1FACPzA0L6MT1tZwQ9UhaBJtdJIahgF3Y/view?usp=sharing"
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S1_Nov2020,ZL3_S1_F1.3_Nov2020,Plant,Seeds,0.0886,Hackberry,Celtis,,Genus,Plantae,n/a,Magnoliopsida,Rosales,Cannabaceae,Celtis,n/a,https://drive.google.com/file/d/1NjUCVuGbAS_nhdUveIavtD9on4RGEJHH/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S10_Nov2020,ZL3_S10_F1_Nov2020,Invertebrate,Arthropod,0.0144,Unknown Insect,Insecta,,Genus,Animalia,Arthropoda,Insecta,n/a,n/a,n/a,n/a,https://drive.google.com/file/d/1vAaP6bKk8BqTPHaOzh-L7maTIATdB8g1/view?usp=sharing
Nov2020,Winter,X,Building,ZL3_Nov2020,ZL3_Nov2021,ZL3_S6_Nov2020,ZL3_S6_F2.2_Nov2020,Plant,Seeds,0.0564,Grape,Vitus,,Genus,Plantae,n/a,Magnoliopsida,Vitales,Vitaceae,Vitis,n/a,https://drive.google.com/file/d/1JEkL7ZtBVQGpM0sZ7KDym2ZQ5-OdQ15o/view?usp=sharing
Nov2020,Winter,X,Building,ZL4_Nov2020,ZL4_Nov2021,ZL4_S6_Nov2020,ZL4_S6_F2_Nov2020,Plant,Seeds,0.0211,Indian root,Lomatium,,genus,Plantae,n/a,Magnoliopsida,Apiales,Apiaceae,Lomatium,n/a,https://drive.google.com/file/d/1D86hH9_RW4sayUGyNvZvh3g3wKvWcWqG/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S10_Nov2020,ZL6_S10_F1_Nov2020,Invertebrate,Arthropod,0.0158,Bumble bee,Bombus,,Genus,Animalia,Arthropoda,Insecta,Hymenopteran,Apidae,Bombus,,"https://drive.google.com/file/d/1_bZrt9_arqjAl9jms2XP96Bg7mkAXKmP/view?usp=sharing, https://drive.google.com/file/d/1syYoe6q-z5TLiC2USiWdL-5riLX-j8Em/view?usp=sharing , https://drive.google.com/file/d/1y5qysDiJRGal7TVkF82xM38nFOeEG7W5/view?usp=sharing , https://drive.google.com/file/d/1X-92-ewZUqEl4A5qAou_TPYxesW2CQYL/view?usp=sharing"
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S3_Nov2020,ZL6_S3_F1_Nov2020,Plant,Seeds,0.1734,Manzanita,Arctostaphylos,,Genus,Plantae,n/a,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,n/a,https://drive.google.com/file/d/1cUu0BGxV4YQkesJEPQfe5VWrhFqMF00s/view?usp=sharing
Nov2020,Winter,X,Building,ZL6_Nov2020,ZL6_Nov2021,ZL6_S4_Nov2020,ZL6_S4_F2.1_Nov2020,Invertebrate,Arthropod,0.0001,Ladybug,Coccinellidae,,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,n/a,n/a,https://drive.google.com/file/d/1hDYZz93W4nmi8vsqj1SkUR3TAV2y1_FU/view?usp=sharing
